ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
987	"ENSG00000116871.15"	"MAP7D1"	chr1	+	36176198	36176581	36176198	36176321	36176417	36176581
988	"ENSG00000067082.15"	"KLF6"	chr10	-	3775995	3779590	3775995	3776403	3779346	3779590
989	"ENSG00000105341.18"	"DMAC2"	chr19	-	41431318	41433434	41431318	41432408	41433271	41433434
990	"ENSG00000122008.15"	"POLK"	chr5	+	75597746	75598040	75597746	75597789	75597933	75598040
991	"ENSG00000172322.14"	"CLEC12A"	chr12	+	9978965	9979524	9978965	9979064	9979335	9979524
992	"ENSG00000182586.9"	"LINC00334"	chr21	+	45258450	45259285	45258450	45258713	45259049	45259285
993	"ENSG00000262223.8"	"AC110285.1"	chr17	-	81385128	81385464	81385128	81385174	81385291	81385464
994	"ENSG00000180785.10"	"OR51E1"	chr11	+	4652487	4655488	4652487	4652656	4653326	4655488
995	"ENSG00000171747.9"	"LGALS4"	chr19	-	38812430	38812945	38812430	38812519	38812841	38812945
996	"ENSG00000171747.9"	"LGALS4"	chr19	-	38803521	38803895	38803521	38803551	38803868	38803895
997	"ENSG00000177303.10"	"CASKIN2"	chr17	-	75503388	75503760	75503388	75503527	75503658	75503760
998	"ENSG00000178177.15"	"LCORL"	chr4	-	17873387	17878213	17873387	17876834	17876939	17878213
999	"ENSG00000226807.6"	"MROH5"	chr8	-	141447906	141448088	141447906	141447950	141447953	141448088
1000	"ENSG00000167393.18_PAR_Y"	"PPP2R3B"	chrY	-	341306	341931	341306	341396	341882	341931
1001	"ENSG00000240303.8"	"ACAD11"	chr3	-	132578795	132579558	132578795	132579056	132579491	132579558
1002	"ENSG00000240303.8"	"ACAD11"	chr3	-	132578795	132579558	132578795	132578881	132579491	132579558
1003	"ENSG00000146576.13"	"C7orf26"	chr7	+	6599828	6600356	6599828	6599892	6600126	6600356
1004	"ENSG00000267107.8"	"PCAT19"	chr19	-	41454168	41456487	41454168	41454727	41456360	41456487
1005	"ENSG00000267107.8"	"PCAT19"	chr19	-	41454168	41456487	41454168	41454741	41456360	41456487
1006	"ENSG00000267107.8"	"PCAT19"	chr19	-	41456360	41457149	41456360	41456487	41456590	41457149
1007	"ENSG00000267107.8"	"PCAT19"	chr19	-	41454168	41456487	41454168	41454701	41456360	41456487
1008	"ENSG00000108021.20"	"TASOR2"	chr10	+	5762531	5763740	5762531	5762646	5763028	5763740
1009	"ENSG00000120798.17"	"NR2C1"	chr12	-	95057730	95058489	95057730	95057878	95058309	95058489
1010	"ENSG00000175110.11"	"MRPS22"	chr3	+	139350178	139351060	139350178	139350322	139351030	139351060
1011	"ENSG00000175110.11"	"MRPS22"	chr3	+	139350178	139351060	139350178	139350322	139350976	139351060
1012	"ENSG00000134222.16"	"PSRC1"	chr1	-	109280776	109281251	109280776	109281046	109281136	109281251
1013	"ENSG00000134222.16"	"PSRC1"	chr1	-	109280776	109281251	109280776	109280916	109281107	109281251
1014	"ENSG00000134222.16"	"PSRC1"	chr1	-	109282517	109282731	109282517	109282575	109282679	109282731
1015	"ENSG00000134222.16"	"PSRC1"	chr1	-	109282679	109283122	109282679	109282789	109283073	109283122
1016	"ENSG00000063015.20"	"SEZ6"	chr17	-	28956718	28956757	28956718	28956745	28956746	28956757
1017	"ENSG00000112659.14"	"CUL9"	chr6	+	43196068	43196862	43196068	43196265	43196644	43196862
1018	"ENSG00000159479.17"	"MED8"	chr1	-	43383916	43385106	43383916	43384552	43385045	43385106
1019	"ENSG00000159479.17"	"MED8"	chr1	-	43385977	43386670	43385977	43386226	43386588	43386670
1020	"ENSG00000175197.12"	"DDIT3"	chr12	-	57517268	57517753	57517268	57517595	57517705	57517753
1021	"ENSG00000175197.12"	"DDIT3"	chr12	-	57517268	57517753	57517268	57517424	57517705	57517753
1022	"ENSG00000175197.12"	"DDIT3"	chr12	-	57517268	57517753	57517268	57517438	57517705	57517753
1023	"ENSG00000175197.12"	"DDIT3"	chr12	-	57517268	57517753	57517268	57517542	57517705	57517753
1024	"ENSG00000197774.13"	"EME2"	chr16	+	1775040	1775408	1775040	1775132	1775314	1775408
1025	"ENSG00000152292.17"	"SH2D6"	chr2	+	85436465	85437029	85436465	85436594	85436810	85437029
1026	"ENSG00000152292.17"	"SH2D6"	chr2	+	85436465	85437029	85436465	85436594	85436836	85437029
1027	"ENSG00000237298.10"	"TTN-AS1"	chr2	+	178537360	178537691	178537360	178537447	178537603	178537691
1028	"ENSG00000237298.10"	"TTN-AS1"	chr2	+	178774226	178778755	178774226	178774515	178777857	178778755
1029	"ENSG00000237298.10"	"TTN-AS1"	chr2	+	178774226	178778755	178774226	178774515	178778711	178778755
1030	"ENSG00000237298.10"	"TTN-AS1"	chr2	+	178777857	178778755	178777857	178778003	178778711	178778755
1031	"ENSG00000167535.8"	"CACNB3"	chr12	+	48824668	48825243	48824668	48824733	48825162	48825243
1032	"ENSG00000165125.20"	"TRPV6"	chr7	-	142873447	142874142	142873447	142873716	142874075	142874142
1033	"ENSG00000165125.20"	"TRPV6"	chr7	-	142877141	142877773	142877141	142877279	142877650	142877773
1034	"ENSG00000165125.20"	"TRPV6"	chr7	-	142874490	142874980	142874490	142874656	142874903	142874980
1035	"ENSG00000147576.17"	"ADHFE1"	chr8	+	66444366	66444748	66444366	66444420	66444593	66444748
1036	"ENSG00000042429.12"	"MED17"	chr11	+	93807500	93809876	93807500	93807635	93809716	93809876
1037	"ENSG00000042429.12"	"MED17"	chr11	+	93809716	93812378	93809716	93809876	93811852	93812378
1038	"ENSG00000042429.12"	"MED17"	chr11	+	93793727	93794035	93793727	93793864	93793950	93794035
1039	"ENSG00000042429.12"	"MED17"	chr11	+	93794907	93796540	93794907	93795060	93796409	93796540
1040	"ENSG00000164068.16"	"RNF123"	chr3	+	49720799	49721105	49720799	49720894	49721019	49721105
1041	"ENSG00000164068.16"	"RNF123"	chr3	+	49705533	49706065	49705533	49705679	49705981	49706065
1042	"ENSG00000164068.16"	"RNF123"	chr3	+	49713737	49713997	49713737	49713825	49713909	49713997
1043	"ENSG00000164068.16"	"RNF123"	chr3	+	49712478	49713587	49712478	49712656	49713512	49713587
1044	"ENSG00000164068.16"	"RNF123"	chr3	+	49712478	49713587	49712478	49712892	49713512	49713587
1045	"ENSG00000164068.16"	"RNF123"	chr3	+	49704649	49705186	49704649	49704756	49704983	49705186
1046	"ENSG00000164068.16"	"RNF123"	chr3	+	49704649	49705186	49704649	49704756	49705081	49705186
1047	"ENSG00000135535.17"	"CD164"	chr6	-	109366513	109369017	109366513	109368325	109368921	109369017
1048	"ENSG00000175267.15"	"VWA3A"	chr16	+	22100193	22100493	22100193	22100318	22100415	22100493
1049	"ENSG00000214855.9"	"APOC1P1"	chr19	+	44926803	44927033	44926803	44926832	44926955	44927033
1050	"ENSG00000158411.11"	"MITD1"	chr2	-	99169262	99169610	99169262	99169470	99169549	99169610
1051	"ENSG00000165643.11"	"SOHLH1"	chr9	-	135693406	135694457	135693406	135693814	135694386	135694457
1052	"ENSG00000184371.14"	"CSF1"	chr1	+	109923165	109924190	109923165	109923711	109924059	109924190
1053	"ENSG00000184363.10"	"PKP3"	chr11	+	394242	394524	394242	394334	394508	394524
1054	"ENSG00000175467.15"	"SART1"	chr11	+	65966075	65966556	65966075	65966218	65966349	65966556
1055	"ENSG00000123505.18"	"AMD1"	chr6	+	110892298	110892827	110892298	110892443	110892734	110892827
1056	"ENSG00000180098.9"	"TRNAU1AP"	chr1	+	28560632	28561398	28560632	28560732	28561345	28561398
1057	"ENSG00000108828.16"	"VAT1"	chr17	-	43014606	43016144	43014606	43014873	43015940	43016144
1058	"ENSG00000163608.15"	"NEPRO"	chr3	-	113012733	113013403	113012733	113012811	113013271	113013403
1059	"ENSG00000138115.14"	"CYP2C8"	chr10	-	95067207	95067691	95067207	95067357	95067528	95067691
1060	"ENSG00000183474.15"	"GTF2H2C"	chr5	+	69578711	69579108	69578711	69578802	69579020	69579108
1061	"ENSG00000128699.14"	"ORMDL1"	chr2	-	189782421	189783123	189782421	189782602	189783013	189783123
1062	"ENSG00000100911.16"	"PSME2"	chr14	-	24145378	24146240	24145378	24145465	24145709	24146240
1063	"ENSG00000100911.16"	"PSME2"	chr14	-	24144399	24145273	24144399	24145155	24145242	24145273
1064	"ENSG00000100911.16"	"PSME2"	chr14	-	24145709	24146240	24145709	24145752	24146207	24146240
1065	"ENSG00000100911.16"	"PSME2"	chr14	-	24145709	24146240	24145709	24145772	24146207	24146240
1066	"ENSG00000100911.16"	"PSME2"	chr14	-	24145709	24146240	24145709	24145896	24146207	24146240
1067	"ENSG00000100911.16"	"PSME2"	chr14	-	24144399	24145155	24144399	24144468	24145057	24145155
1068	"ENSG00000184661.14"	"CDCA2"	chr8	+	25460239	25460554	25460239	25460300	25460383	25460554
1069	"ENSG00000172830.13"	"SSH3"	chr11	+	67306837	67307113	67306837	67306962	67307041	67307113
1070	"ENSG00000033030.15"	"ZCCHC8"	chr12	-	122483278	122483563	122483278	122483344	122483459	122483563
1071	"ENSG00000171680.22"	"PLEKHG5"	chr1	-	6467824	6468586	6467824	6467898	6468098	6468586
1072	"ENSG00000171680.22"	"PLEKHG5"	chr1	-	6474450	6475138	6474450	6474587	6475046	6475138
1073	"ENSG00000135314.12"	"KHDC1"	chr6	-	73262773	73263184	73262773	73263065	73263095	73263184
1074	"ENSG00000135314.12"	"KHDC1"	chr6	-	73241316	73241728	73241316	73241523	73241642	73241728
1075	"ENSG00000115685.15"	"PPP1R7"	chr2	+	241182646	241183652	241182646	241182816	241183378	241183652
1076	"ENSG00000175344.18"	"CHRNA7"	chr15	+	32158411	32159655	32158411	32158606	32159568	32159655
1077	"ENSG00000175344.18"	"CHRNA7"	chr15	+	32158411	32159655	32158411	32158606	32159577	32159655
1078	"ENSG00000157335.20"	"CLEC18C"	chr16	+	70183280	70184992	70183280	70183373	70183752	70184992
1079	"ENSG00000108342.12"	"CSF3"	chr17	+	40016232	40016631	40016232	40016340	40016484	40016631
1080	"ENSG00000185247.15"	"MAGEA11"	chrX	+	149713142	149714576	149713142	149713255	149714480	149714576
1081	"ENSG00000215808.4"	"LINC01139"	chr1	-	238485784	238486044	238485784	238485896	238486004	238486044
1082	"ENSG00000129657.16"	"SEC14L1"	chr17	+	77213917	77217101	77213917	77214019	77216548	77217101
1083	"ENSG00000239589.7"	"LINC00879"	chr3	+	94989328	94990070	94989328	94989434	94989902	94990070
1084	"ENSG00000120889.13"	"TNFRSF10B"	chr8	-	23028330	23028602	23028330	23028441	23028528	23028602
1085	"ENSG00000167110.17"	"GOLGA2"	chr9	-	128262562	128263092	128262562	128262704	128263033	128263092
1086	"ENSG00000163682.16"	"RPL9"	chr4	-	39458193	39458440	39458193	39458309	39458393	39458440
1087	"ENSG00000203780.11"	"FANK1"	chr10	+	126009053	126009592	126009053	126009131	126009221	126009592
1088	"ENSG00000203780.11"	"FANK1"	chr10	+	126009221	126009592	126009221	126009266	126009372	126009592
1089	"ENSG00000187796.15"	"CARD9"	chr9	-	136364482	136366845	136364482	136365217	136366799	136366845
1090	"ENSG00000187796.15"	"CARD9"	chr9	-	136367215	136367976	136367215	136367257	136367636	136367976
1091	"ENSG00000187796.15"	"CARD9"	chr9	-	136364482	136365217	136364482	136364559	136365140	136365217
1092	"ENSG00000170949.17"	"ZNF160"	chr19	-	53091412	53091720	53091412	53091529	53091636	53091720
1093	"ENSG00000170949.17"	"ZNF160"	chr19	-	53091412	53091720	53091412	53091553	53091636	53091720
1094	"ENSG00000170949.17"	"ZNF160"	chr19	-	53091412	53091720	53091412	53091497	53091636	53091720
1095	"ENSG00000165283.16"	"STOML2"	chr9	-	35100597	35101011	35100597	35100726	35100931	35101011
1096	"ENSG00000117834.12"	"SLC5A9"	chr1	+	48231544	48232151	48231544	48231625	48231945	48232151
1097	"ENSG00000117834.12"	"SLC5A9"	chr1	+	48228849	48229459	48228849	48228954	48229294	48229459
1098	"ENSG00000065717.15"	"TLE2"	chr19	-	3019282	3019773	3019282	3019466	3019698	3019773
1099	"ENSG00000065717.15"	"TLE2"	chr19	-	3019282	3019773	3019282	3019463	3019698	3019773
1100	"ENSG00000260630.7"	"SNAI3-AS1"	chr16	+	88671276	88671693	88671276	88671465	88671565	88671693
1101	"ENSG00000137312.15"	"FLOT1"	chr6	-	30741189	30741704	30741189	30741333	30741661	30741704
1102	"ENSG00000137312.15"	"FLOT1"	chr6	-	30741189	30741704	30741189	30741333	30741613	30741704
1103	"ENSG00000137312.15"	"FLOT1"	chr6	-	30730681	30731100	30730681	30730727	30730918	30731100
1104	"ENSG00000145495.16"	"MARCHF6"	chr5	+	10400783	10402139	10400783	10400842	10402058	10402139
1105	"ENSG00000169733.12"	"RFNG"	chr17	-	82050661	82051342	82050661	82050764	82051293	82051342
1106	"ENSG00000169733.12"	"RFNG"	chr17	-	82050661	82051342	82050661	82050764	82051011	82051342
1107	"ENSG00000169733.12"	"RFNG"	chr17	-	82049676	82050006	82049676	82049842	82049917	82050006
1108	"ENSG00000169733.12"	"RFNG"	chr17	-	82049676	82050555	82049676	82050006	82050401	82050555
1109	"ENSG00000169733.12"	"RFNG"	chr17	-	82047901	82049116	82047901	82048807	82049030	82049116
1110	"ENSG00000130755.13"	"GMFG"	chr19	-	39328358	39329073	39328358	39328548	39328999	39329073
1111	"ENSG00000162910.19"	"MRPL55"	chr1	-	228108436	228109016	228108436	228108508	228108954	228109016
1112	"ENSG00000162910.19"	"MRPL55"	chr1	-	228108436	228109021	228108436	228108474	228108954	228109021
1113	"ENSG00000181513.14"	"ACBD4"	chr17	+	45136499	45136776	45136499	45136620	45136691	45136776
1114	"ENSG00000181513.14"	"ACBD4"	chr17	+	45136107	45136776	45136107	45136232	45136691	45136776
1115	"ENSG00000181513.14"	"ACBD4"	chr17	+	45136107	45136776	45136107	45136232	45136499	45136776
1116	"ENSG00000130822.15"	"PNCK"	chrX	-	153672565	153673078	153672565	153672666	153673008	153673078
1117	"ENSG00000130822.15"	"PNCK"	chrX	-	153671284	153671672	153671284	153671360	153671548	153671672
1118	"ENSG00000130822.15"	"PNCK"	chrX	-	153672565	153673078	153672565	153672784	153673008	153673078
1119	"ENSG00000130822.15"	"PNCK"	chrX	-	153671284	153671672	153671284	153671433	153671552	153671672
1120	"ENSG00000130822.15"	"PNCK"	chrX	-	153671879	153672200	153671879	153672018	153672125	153672200
1121	"ENSG00000130822.15"	"PNCK"	chrX	-	153672565	153673078	153672565	153672697	153673008	153673078
1122	"ENSG00000178104.19"	"PDE4DIP"	chr1	+	148991884	148993882	148991884	148991973	148992254	148993882
1123	"ENSG00000178104.19"	"PDE4DIP"	chr1	+	148991884	148993882	148991884	148991973	148993484	148993882
1124	"ENSG00000178104.19"	"PDE4DIP"	chr1	+	148929196	148931923	148929196	148929273	148931799	148931923
1125	"ENSG00000014914.21"	"MTMR11"	chr1	-	149930364	149930965	149930364	149930547	149930791	149930965
1126	"ENSG00000014914.21"	"MTMR11"	chr1	-	149933609	149933942	149933609	149933698	149933854	149933942
1127	"ENSG00000141452.10"	"RMC1"	chr18	+	23530228	23530612	23530228	23530297	23530386	23530612
1128	"ENSG00000141452.10"	"RMC1"	chr18	+	23530228	23530612	23530228	23530297	23530510	23530612
1129	"ENSG00000156858.11"	"PRR14"	chr16	+	30652720	30653103	30652720	30652842	30652913	30653103
1130	"ENSG00000156858.11"	"PRR14"	chr16	+	30651595	30651964	30651595	30651668	30651795	30651964
1131	"ENSG00000137802.14"	"MAPKBP1"	chr15	+	41819245	41819650	41819245	41819379	41819594	41819650
1132	"ENSG00000137802.14"	"MAPKBP1"	chr15	+	41815258	41815799	41815258	41815405	41815623	41815799
1133	"ENSG00000137802.14"	"MAPKBP1"	chr15	+	41812515	41813781	41812515	41813101	41813620	41813781
1134	"ENSG00000137802.14"	"MAPKBP1"	chr15	+	41812515	41813101	41812515	41812653	41812918	41813101
1135	"ENSG00000125458.7"	"NT5C"	chr17	-	75130964	75131281	75130964	75131081	75131180	75131281
1136	"ENSG00000125458.7"	"NT5C"	chr17	-	75131044	75131281	75131044	75131105	75131180	75131281
1137	"ENSG00000242512.9"	"LINC01206"	chr3	+	182001117	182003122	182001117	182001760	182002773	182003122
1138	"ENSG00000242512.9"	"LINC01206"	chr3	+	182001117	182003122	182001117	182001367	182002773	182003122
1139	"ENSG00000242512.9"	"LINC01206"	chr3	+	182001117	182001760	182001117	182001367	182001533	182001760
1140	"ENSG00000242512.9"	"LINC01206"	chr3	+	181971563	181971906	181971563	181971734	181971831	181971906
1141	"ENSG00000242512.9"	"LINC01206"	chr3	+	182002773	182004063	182002773	182002845	182003810	182004063
1142	"ENSG00000242512.9"	"LINC01206"	chr3	+	182001117	182003122	182001117	182001462	182002773	182003122
1143	"ENSG00000242512.9"	"LINC01206"	chr3	+	181971563	181971906	181971563	181971719	181971831	181971906
1144	"ENSG00000118492.17"	"ADGB"	chr6	+	146724185	146726197	146724185	146724327	146726082	146726197
1145	"ENSG00000196182.10"	"STK40"	chr1	-	36339623	36343448	36339623	36341973	36343363	36343448
1146	"ENSG00000198753.12"	"PLXNB3"	chrX	+	153777527	153778095	153777527	153777688	153777947	153778095
1147	"ENSG00000082014.16"	"SMARCD3"	chr7	-	151242136	151242603	151242136	151242232	151242480	151242603
1148	"ENSG00000082014.16"	"SMARCD3"	chr7	-	151242136	151242603	151242136	151242232	151242464	151242603
1149	"ENSG00000082014.16"	"SMARCD3"	chr7	-	151240424	151241653	151240424	151240522	151241491	151241653
1150	"ENSG00000267272.5"	"LINC01140"	chr1	+	87133613	87136669	87133613	87133718	87133964	87136669
1151	"ENSG00000137822.12"	"TUBGCP4"	chr15	+	43401715	43403799	43401715	43401850	43403682	43403799
1152	"ENSG00000177954.14"	"RPS27"	chr1	+	153990762	153991034	153990762	153990802	153990913	153991034
1153	"ENSG00000214822.8"	"KRT16P3"	chr17	-	20502064	20502713	20502064	20502285	20502587	20502713
1154	"ENSG00000214822.8"	"KRT16P3"	chr17	-	20501512	20501970	20501512	20501763	20501923	20501970
1155	"ENSG00000138796.16"	"HADH"	chr4	+	108027687	108028069	108027687	108027760	108027938	108028069
1156	"ENSG00000138796.16"	"HADH"	chr4	+	108023473	108027760	108023473	108023563	108027687	108027760
1157	"ENSG00000100802.15"	"C14orf93"	chr14	-	22998426	22999402	22998426	22998741	22999053	22999402
1158	"ENSG00000071894.17"	"CPSF1"	chr8	-	144393882	144394160	144393882	144394038	144394112	144394160
1159	"ENSG00000071894.17"	"CPSF1"	chr8	-	144394233	144394555	144394233	144394300	144394378	144394555
1160	"ENSG00000071894.17"	"CPSF1"	chr8	-	144399991	144400276	144399991	144400085	144400165	144400276
1161	"ENSG00000071894.17"	"CPSF1"	chr8	-	144400165	144400493	144400165	144400276	144400353	144400493
1162	"ENSG00000100884.9"	"CPNE6"	chr14	+	24074050	24074365	24074050	24074125	24074290	24074365
1163	"ENSG00000100884.9"	"CPNE6"	chr14	+	24076505	24077012	24076505	24076557	24076878	24077012
1164	"ENSG00000100884.9"	"CPNE6"	chr14	+	24076148	24076414	24076148	24076282	24076359	24076414
1165	"ENSG00000100884.9"	"CPNE6"	chr14	+	24074050	24074365	24074050	24074160	24074290	24074365
1166	"ENSG00000105707.14"	"HPN"	chr19	+	35041721	35042522	35041721	35041872	35042452	35042522
1167	"ENSG00000105707.14"	"HPN"	chr19	+	35059672	35059996	35059672	35059802	35059873	35059996
1168	"ENSG00000105707.14"	"HPN"	chr19	+	35065867	35066558	35065867	35066032	35066248	35066558
1169	"ENSG00000105707.14"	"HPN"	chr19	+	35049270	35049516	35049270	35049391	35049474	35049516
1170	"ENSG00000087095.13"	"NLK"	chr17	+	28194581	28196381	28194581	28194708	28196179	28196381
1171	"ENSG00000171863.15"	"RPS7"	chr2	+	3575324	3575684	3575324	3575448	3575591	3575684
1172	"ENSG00000171863.15"	"RPS7"	chr2	+	3575357	3575684	3575357	3575448	3575600	3575684
1173	"ENSG00000204564.12"	"C6orf136"	chr6	+	30652647	30653109	30652647	30652717	30652801	30653109
1174	"ENSG00000099949.21"	"LZTR1"	chr22	+	20995962	20996801	20995962	20996112	20996695	20996801
1175	"ENSG00000099949.21"	"LZTR1"	chr22	+	20994869	20995872	20994869	20995026	20995745	20995872
1176	"ENSG00000099949.21"	"LZTR1"	chr22	+	20996695	20996966	20996695	20996801	20996885	20996966
1177	"ENSG00000099949.21"	"LZTR1"	chr22	+	20994103	20994727	20994103	20994269	20994557	20994727
1178	"ENSG00000213523.10"	"SRA1"	chr5	-	140551060	140552184	140551060	140551169	140551981	140552184
1179	"ENSG00000126953.8"	"TIMM8A"	chrX	-	101345660	101348401	101345660	101346660	101348060	101348401
1180	"ENSG00000283503.2"	"LINC01902"	chr18	+	39870829	39875941	39870829	39870968	39875464	39875941
1181	"ENSG00000283503.2"	"LINC01902"	chr18	+	39870829	39876450	39870829	39870968	39876387	39876450
1182	"ENSG00000283503.2"	"LINC01902"	chr18	+	39870829	39876450	39870829	39875941	39876387	39876450
1183	"ENSG00000156113.23"	"KCNMA1"	chr10	-	76909965	76915049	76909965	76910096	76914935	76915049
1184	"ENSG00000168591.16"	"TMUB2"	chr17	+	44188934	44189588	44188934	44189299	44189410	44189588
1185	"ENSG00000168591.16"	"TMUB2"	chr17	+	44189021	44189299	44189021	44189091	44189206	44189299
1186	"ENSG00000127328.21"	"RAB3IP"	chr12	+	69812777	69813033	69812777	69812877	69812963	69813033
1187	"ENSG00000197363.9"	"ZNF517"	chr8	+	144802869	144804238	144802869	144802947	144804124	144804238
1188	"ENSG00000096093.16"	"EFHC1"	chr6	+	52438303	52438591	52438303	52438375	52438454	52438591
1189	"ENSG00000096093.16"	"EFHC1"	chr6	+	52452687	52454287	52452687	52452837	52454061	52454287
1190	"ENSG00000096093.16"	"EFHC1"	chr6	+	52452687	52454287	52452687	52452837	52454094	52454287
1191	"ENSG00000167302.10"	"TEPSIN"	chr17	-	81236979	81237459	81236979	81237071	81237386	81237459
1192	"ENSG00000213593.10"	"TMX2"	chr11	+	57738663	57739039	57738663	57738770	57738973	57739039
1193	"ENSG00000142303.14"	"ADAMTS10"	chr19	-	8585131	8585660	8585131	8585308	8585455	8585660
1194	"ENSG00000142303.14"	"ADAMTS10"	chr19	-	8596072	8596412	8596072	8596219	8596306	8596412
1195	"ENSG00000135976.19"	"ANKRD36"	chr2	+	97249143	97249645	97249143	97249214	97249551	97249645
1196	"ENSG00000161642.17"	"ZNF385A"	chr12	-	54384427	54384723	54384427	54384564	54384699	54384723
1197	"ENSG00000172922.10"	"RNASEH2C"	chr11	-	65717708	65719809	65717708	65719156	65719680	65719809
1198	"ENSG00000130589.16"	"HELZ2"	chr20	-	63570684	63573221	63570684	63570868	63572107	63573221
1199	"ENSG00000243335.9"	"KCTD7"	chr7	+	66638855	66639228	66638855	66638929	66639127	66639228
1200	"ENSG00000111679.17"	"PTPN6"	chr12	+	6954804	6954994	6954804	6954853	6954953	6954994
1201	"ENSG00000111679.17"	"PTPN6"	chr12	+	6951608	6952177	6951608	6951731	6951911	6952177
1202	"ENSG00000111679.17"	"PTPN6"	chr12	+	6951608	6952177	6951608	6951731	6952016	6952177
1203	"ENSG00000111679.17"	"PTPN6"	chr12	+	6951608	6952177	6951608	6951731	6951982	6952177
1204	"ENSG00000111679.17"	"PTPN6"	chr12	+	6951608	6952177	6951608	6951731	6952112	6952177
1205	"ENSG00000225138.8"	"SLC9A3-AS1"	chr5	+	479781	480216	479781	479997	480067	480216
1206	"ENSG00000109758.8"	"HGFAC"	chr4	+	3445264	3445896	3445264	3445350	3445875	3445896
1207	"ENSG00000226145.7"	"KRT16P6"	chr17	-	16818800	16819162	16818800	16818848	16818941	16819162
1208	"ENSG00000120868.13"	"APAF1"	chr12	+	98727172	98727316	98727172	98727191	98727278	98727316
1209	"ENSG00000250863.2"	"AC114757.1"	chr4	-	43992592	43993112	43992592	43992831	43993012	43993112
1210	"ENSG00000143126.8"	"CELSR2"	chr1	+	109271385	109271722	109271385	109271512	109271599	109271722
1211	"ENSG00000143126.8"	"CELSR2"	chr1	+	109271216	109271722	109271216	109271296	109271385	109271722
1212	"ENSG00000143126.8"	"CELSR2"	chr1	+	109272639	109273027	109272639	109272728	109272832	109273027
1213	"ENSG00000143126.8"	"CELSR2"	chr1	+	109272277	109272728	109272277	109272405	109272639	109272728
1214	"ENSG00000129968.15"	"ABHD17A"	chr19	-	1877507	1880115	1877507	1877687	1879920	1880115
1215	"ENSG00000129968.15"	"ABHD17A"	chr19	-	1877507	1880115	1877507	1877687	1878663	1880115
1216	"ENSG00000144857.14"	"BOC"	chr3	+	113284334	113284858	113284334	113284567	113284781	113284858
1217	"ENSG00000196684.12"	"HSH2D"	chr19	+	16152551	16153208	16152551	16152641	16153031	16153208
1218	"ENSG00000196684.12"	"HSH2D"	chr19	+	16152551	16153208	16152551	16152641	16153042	16153208
1219	"ENSG00000156475.18"	"PPP2R2B"	chr5	-	146878001	146878785	146878001	146878195	146878700	146878785
1220	"ENSG00000135722.9"	"FBXL8"	chr16	+	67162847	67164174	67162847	67163852	67164018	67164174
1221	"ENSG00000103932.12"	"RPAP1"	chr15	-	41517797	41518182	41517797	41517857	41518005	41518182
1222	"ENSG00000103363.14"	"ELOB"	chr16	-	2771413	2772102	2771413	2771604	2771993	2772102
1223	"ENSG00000115718.17"	"PROC"	chr2	+	127423033	127423408	127423033	127423171	127423273	127423408
1224	"ENSG00000115718.17"	"PROC"	chr2	+	127423033	127423408	127423033	127423171	127423330	127423408
1225	"ENSG00000120699.13"	"EXOSC8"	chr13	+	37002933	37004561	37002933	37003007	37004515	37004561
1226	"ENSG00000120699.13"	"EXOSC8"	chr13	+	37002933	37004561	37002933	37003007	37004476	37004561
1227	"ENSG00000143379.12"	"SETDB1"	chr1	+	150962973	150963741	150962973	150963139	150963529	150963741
1228	"ENSG00000165637.13"	"VDAC2"	chr10	+	75219062	75219356	75219062	75219215	75219303	75219356
1229	"ENSG00000137500.9"	"CCDC90B"	chr11	-	83273950	83274740	83273950	83273992	83274638	83274740
1230	"ENSG00000137500.9"	"CCDC90B"	chr11	-	83273792	83273992	83273792	83273864	83273950	83273992
1231	"ENSG00000164597.13"	"COG5"	chr7	-	107258272	107258620	107258272	107258383	107258479	107258620
1232	"ENSG00000157353.17"	"FCSK"	chr16	+	70466881	70467966	70466881	70467471	70467885	70467966
1233	"ENSG00000157353.17"	"FCSK"	chr16	+	70466881	70467471	70466881	70466954	70467373	70467471
1234	"ENSG00000157353.17"	"FCSK"	chr16	+	70478550	70479403	70478550	70478650	70478796	70479403
1235	"ENSG00000157353.17"	"FCSK"	chr16	+	70478550	70479403	70478550	70478650	70479179	70479403
1236	"ENSG00000103549.21"	"RNF40"	chr16	+	30769185	30769600	30769185	30769398	30769474	30769600
1237	"ENSG00000161847.14"	"RAVER1"	chr19	-	10320654	10320951	10320654	10320782	10320857	10320951
1238	"ENSG00000161847.14"	"RAVER1"	chr19	-	10320654	10320951	10320654	10320763	10320857	10320951
1239	"ENSG00000149792.9"	"MRPL49"	chr11	+	65125725	65127363	65125725	65125942	65126056	65127363
1240	"ENSG00000225579.2"	"EDNRB-AS1"	chr13	+	77833364	77834990	77833364	77833427	77833732	77834990
1241	"ENSG00000040633.13"	"PHF23"	chr17	-	7235929	7236767	7235929	7236118	7236480	7236767
1242	"ENSG00000205593.12"	"DENND6B"	chr22	-	50313813	50314272	50313813	50313878	50314206	50314272
1243	"ENSG00000140398.14"	"NEIL1"	chr15	+	75354249	75354492	75354249	75354277	75354430	75354492
1244	"ENSG00000110680.12"	"CALCA"	chr11	-	14967673	14968997	14967673	14967854	14968825	14968997
