ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
536	"ENSG00000140995.16"	"DEF8"	chr16	+	89950066	89950328	89952557	89952682	89949416	89949513	89954242	89954376
537	"ENSG00000140995.16"	"DEF8"	chr16	+	89950066	89950306	89952561	89952682	89949416	89949513	89954242	89954376
538	"ENSG00000140995.16"	"DEF8"	chr16	+	89950066	89950306	89952557	89952682	89949416	89949513	89954242	89954376
539	"ENSG00000010704.18"	"HFE"	chr6	+	26090840	26091104	26091313	26091589	26087280	26087516	26092684	26092960
540	"ENSG00000010704.18"	"HFE"	chr6	+	26090840	26091104	26091313	26091589	26087404	26087516	26092726	26092960
541	"ENSG00000118156.12"	"ZNF541"	chr19	-	47538141	47538439	47539704	47539878	47532908	47532972	47540175	47540335
542	"ENSG00000103274.11"	"NUBP1"	chr16	+	10752609	10752678	10755720	10755753	10747142	10747276	10756689	10756780
543	"ENSG00000103274.11"	"NUBP1"	chr16	+	10761756	10761859	10767948	10768032	10761363	10761474	10769046	10769351
544	"ENSG00000180353.11"	"HCLS1"	chr3	-	121637145	121637256	121642926	121642981	121636433	121636489	121644817	121644928
545	"ENSG00000198216.12"	"CACNA1E"	chr1	+	181779442	181779539	181781426	181781523	181776100	181776228	181783678	181783784
546	"ENSG00000178722.13"	"C5orf64"	chr5	+	61750336	61750544	61751669	61751770	61748601	61748695	61755831	61755944
547	"ENSG00000131467.11"	"PSME3"	chr17	+	42838092	42838205	42838730	42838799	42837648	42837697	42838944	42839012
548	"ENSG00000106258.15"	"CYP3A5"	chr7	-	99666600	99666689	99666712	99666810	99665165	99665314	99666951	99667065
549	"ENSG00000182796.14"	"TMEM198B"	chr12	+	55831256	55831349	55832958	55833038	55830840	55831083	55833446	55833541
550	"ENSG00000182796.14"	"TMEM198B"	chr12	+	55831256	55831349	55832958	55833014	55830838	55831083	55833446	55833541
551	"ENSG00000196935.9"	"SRGAP1"	chr12	+	64091275	64091378	64091892	64091926	64086998	64087026	64094931	64094992
552	"ENSG00000227863.3"	"AC002383.1"	chr7	+	89474894	89475043	89490119	89490274	89469602	89469659	89491634	89491710
553	"ENSG00000165061.15"	"ZMAT4"	chr8	-	40786688	40786782	40808508	40808571	40767640	40767730	40825574	40825680
554	"ENSG00000224596.8"	"ZMIZ1-AS1"	chr10	-	79050281	79050417	79054595	79054728	79048773	79048932	79065746	79065819
555	"ENSG00000143797.12"	"MBOAT2"	chr2	-	8862270	8862322	8862589	8862722	8860612	8860764	8864169	8864234
556	"ENSG00000186952.15"	"TMEM232"	chr5	-	110610502	110610600	110617893	110617983	110606163	110606287	110618428	110618562
557	"ENSG00000105877.18"	"DNAH11"	chr7	+	21681678	21681684	21681721	21681727	21681545	21681677	21683783	21683944
558	"ENSG00000237524.10"	"TEX51"	chr2	+	126899835	126899853	126899935	126900019	126899522	126899612	126901209	126901278
559	"ENSG00000237524.10"	"TEX51"	chr2	+	126899798	126899853	126899935	126900019	126899522	126899612	126901209	126901278
560	"ENSG00000162618.15"	"ADGRL4"	chr1	-	78921612	78921786	78926885	78927091	78920182	78920386	78936294	78936411
561	"ENSG00000253807.6"	"LINC01170"	chr5	-	124306175	124306291	124317648	124317861	124137211	124137320	124386228	124386273
562	"ENSG00000175782.11"	"SLC35E3"	chr12	+	68747929	68748040	68748075	68748245	68746124	68746779	68752031	68752190
563	"ENSG00000143224.18"	"PPOX"	chr1	+	161169905	161170024	161170408	161170519	161169659	161169720	161170619	161170769
564	"ENSG00000153363.13"	"LINC00467"	chr1	+	211384441	211384534	211390563	211390670	211382829	211382925	211391615	211391697
565	"ENSG00000153363.13"	"LINC00467"	chr1	+	211399376	211399437	211422538	211422670	211396766	211396831	211426210	211426283
566	"ENSG00000153363.13"	"LINC00467"	chr1	+	211399376	211399437	211422538	211422639	211396766	211396831	211426210	211426283
567	"ENSG00000153363.13"	"LINC00467"	chr1	+	211399376	211399437	211422538	211422700	211396766	211396831	211426210	211426283
568	"ENSG00000154889.17"	"MPPE1"	chr18	-	11897525	11897620	11905737	11905953	11896983	11897356	11906202	11906309
569	"ENSG00000154889.17"	"MPPE1"	chr18	-	11902266	11902358	11905737	11905953	11897525	11897620	11906202	11906309
570	"ENSG00000185684.15"	"EP400P1"	chr12	+	132121689	132121765	132121924	132121980	132121439	132121579	132125193	132125396
571	"ENSG00000261832.6"	"AC138894.1"	chr16	-	28487661	28487741	28488590	28488662	28487455	28487541	28489289	28489386
572	"ENSG00000119782.14"	"FKBP1B"	chr2	+	24054103	24054192	24054472	24054540	24053901	24053949	24060813	24060926
573	"ENSG00000237484.6"	"LINC01684"	chr21	+	24485622	24485685	24522888	24522999	24441794	24441913	24526342	24526892
574	"ENSG00000237484.6"	"LINC01684"	chr21	+	24443963	24444128	24522888	24522999	24441794	24441913	24526342	24526892
575	"ENSG00000237484.6"	"LINC01684"	chr21	+	24443963	24444128	24485622	24485685	24441794	24441913	24526342	24526892
576	"ENSG00000012817.15"	"KDM5D"	chrY	-	19739527	19739662	19741317	19741488	19735620	19735750	19741734	19741857
577	"ENSG00000012817.15"	"KDM5D"	chrY	-	19741317	19741488	19741734	19741857	19739527	19739662	19743161	19743239
578	"ENSG00000168872.17"	"DDX19A"	chr16	+	70356111	70356247	70361417	70361510	70355484	70355535	70364542	70364645
579	"ENSG00000160058.18"	"BSDC1"	chr1	-	32381213	32381268	32386778	32386895	32378723	32378839	32394079	32394140
580	"ENSG00000160058.18"	"BSDC1"	chr1	-	32383829	32383939	32386778	32386895	32381213	32381268	32394079	32394140
581	"ENSG00000160058.18"	"BSDC1"	chr1	-	32383829	32383997	32386778	32386895	32381213	32381268	32394079	32394140
582	"ENSG00000233987.2"	"AC106706.1"	chr3	+	194714978	194715182	194726726	194726848	194708433	194708538	194727201	194727666
583	"ENSG00000166444.19"	"DENND2B"	chr11	-	8831555	8831688	8839309	8839350	8811246	8811335	8870953	8871088
584	"ENSG00000166444.19"	"DENND2B"	chr11	-	8750620	8750725	8811246	8811335	8726072	8726209	8831555	8831688
585	"ENSG00000166444.19"	"DENND2B"	chr11	-	8811246	8811335	8831555	8831688	8750620	8750725	8839309	8839350
586	"ENSG00000249669.10"	"CARMN"	chr5	+	149415520	149415917	149420480	149420544	149406877	149407078	149421480	149421601
587	"ENSG00000249669.10"	"CARMN"	chr5	+	149423185	149423309	149423433	149423639	149421480	149421601	149424089	149424397
588	"ENSG00000103978.16"	"TMEM87A"	chr15	-	42231191	42231260	42231843	42231915	42228711	42228820	42233212	42233306
589	"ENSG00000153253.18"	"SCN3A"	chr2	-	165163617	165163709	165163801	165163893	165162555	165162828	165164391	165164520
590	"ENSG00000155545.19"	"MIER3"	chr5	-	56950627	56950652	56959385	56959520	56947030	56947071	56971632	56971675
591	"ENSG00000165995.20"	"CACNB2"	chr10	+	18506470	18506547	18514510	18514530	18500811	18500948	18518335	18518416
592	"ENSG00000165995.20"	"CACNB2"	chr10	+	18506470	18506547	18514510	18514530	18500811	18500948	18514979	18515041
593	"ENSG00000165995.20"	"CACNB2"	chr10	+	18514510	18514530	18514979	18515041	18506470	18506547	18518335	18518416
594	"ENSG00000165995.20"	"CACNB2"	chr10	+	18514235	18514369	18514510	18514530	18506470	18506547	18518335	18518416
595	"ENSG00000165995.20"	"CACNB2"	chr10	+	18514235	18514369	18514979	18515041	18506470	18506547	18518335	18518416
596	"ENSG00000224893.7"	"LINC02840"	chr6	-	152765987	152766062	152831052	152831268	152759981	152760084	152831853	152831936
597	"ENSG00000078124.12"	"ACER3"	chr11	+	76958978	76959031	76959076	76959200	76926556	76926667	76976288	76976341
598	"ENSG00000075151.20"	"EIF4G3"	chr1	-	20997600	20997633	21001198	21001312	20981047	20981227	21002712	21002808
599	"ENSG00000075151.20"	"EIF4G3"	chr1	-	20982387	20982408	20997600	20997633	20981047	20981227	21002712	21002808
600	"ENSG00000075151.20"	"EIF4G3"	chr1	-	20982387	20982408	21001198	21001312	20981047	20981227	21002712	21002808
601	"ENSG00000249618.6"	"LINC02465"	chr4	+	129812001	129812065	129825339	129825452	129780009	129780099	129834209	129834324
602	"ENSG00000249618.6"	"LINC02465"	chr4	+	129865077	129865109	129900537	129900654	129862605	129862768	129908633	129908703
603	"ENSG00000249618.6"	"LINC02465"	chr4	+	129813673	129813785	129825339	129825452	129812661	129812760	129834209	129834324
604	"ENSG00000249618.6"	"LINC02465"	chr4	+	129812661	129812760	129813673	129813785	129812001	129812065	129825339	129825452
605	"ENSG00000249618.6"	"LINC02465"	chr4	+	129788911	129789224	129802991	129803115	129780009	129780099	129807003	129807148
606	"ENSG00000153310.19"	"FAM49B"	chr8	-	129912469	129912515	129948965	129949067	129904498	129904585	129970942	129970995
607	"ENSG00000153310.19"	"FAM49B"	chr8	-	129904498	129904585	129912469	129912515	129903311	129903350	129970942	129970995
608	"ENSG00000153310.19"	"FAM49B"	chr8	-	129880375	129880458	129896671	129896854	129879388	129879471	129903311	129903350
609	"ENSG00000153310.19"	"FAM49B"	chr8	-	129880375	129880458	129896748	129896854	129879388	129879471	129903311	129903350
610	"ENSG00000153310.19"	"FAM49B"	chr8	-	129880375	129880458	129894486	129894564	129879388	129879471	129903311	129903350
611	"ENSG00000153310.19"	"FAM49B"	chr8	-	129862228	129862334	129871374	129871496	129855610	129855747	129903311	129903350
612	"ENSG00000153310.19"	"FAM49B"	chr8	-	129879596	129879789	129880375	129880458	129879388	129879471	129903311	129903350
613	"ENSG00000153310.19"	"FAM49B"	chr8	-	129879596	129879789	129896671	129896854	129879388	129879471	129903311	129903350
614	"ENSG00000153310.19"	"FAM49B"	chr8	-	129879596	129879789	129896748	129896854	129879388	129879471	129903311	129903350
615	"ENSG00000153310.19"	"FAM49B"	chr8	-	129879596	129879789	129894486	129894564	129879388	129879471	129903311	129903350
616	"ENSG00000153310.19"	"FAM49B"	chr8	-	129912359	129912417	129912469	129912515	129904498	129904585	129970942	129970995
617	"ENSG00000153310.19"	"FAM49B"	chr8	-	129912359	129912417	129948965	129949067	129904498	129904585	129970942	129970995
618	"ENSG00000153310.19"	"FAM49B"	chr8	-	129894486	129894564	129896671	129896854	129879388	129879471	129903311	129903350
619	"ENSG00000153310.19"	"FAM49B"	chr8	-	129894486	129894564	129896748	129896854	129879388	129879471	129903311	129903350
620	"ENSG00000112983.17"	"BRD8"	chr5	-	138163586	138163643	138164086	138164133	138163129	138163344	138164319	138164413
621	"ENSG00000140853.15"	"NLRC5"	chr16	+	57055435	57055519	57058064	57058148	57055031	57055094	57058971	57059061
622	"ENSG00000174842.17"	"GLMN"	chr1	-	92266418	92266492	92266539	92266593	92263622	92263732	92266699	92266741
623	"ENSG00000286679.1"	"AC073225.1"	chr2	+	155541659	155541739	155541739	155541814	155525505	155525541	155544224	155544329
624	"ENSG00000286679.1"	"AC073225.1"	chr2	+	155541659	155541739	155541739	155541814	155525504	155525541	155560440	155560542
625	"ENSG00000286679.1"	"AC073225.1"	chr2	+	155608251	155608419	155626640	155626788	155588816	155588966	155657824	155657972
626	"ENSG00000286679.1"	"AC073225.1"	chr2	+	155608214	155608419	155626640	155626788	155588816	155588966	155657824	155657972
627	"ENSG00000286679.1"	"AC073225.1"	chr2	+	155544224	155544329	155560440	155560542	155541659	155541739	155588816	155588966
628	"ENSG00000286679.1"	"AC073225.1"	chr2	+	155544224	155544329	155560440	155560542	155541739	155541814	155588816	155588966
629	"ENSG00000224699.9"	"LAMTOR5-AS1"	chr1	+	110413038	110413094	110414151	110414231	110412172	110412293	110416008	110416188
630	"ENSG00000224699.9"	"LAMTOR5-AS1"	chr1	+	110413038	110413094	110413320	110413410	110412172	110412293	110416008	110416188
631	"ENSG00000224699.9"	"LAMTOR5-AS1"	chr1	+	110413320	110413410	110414151	110414231	110412172	110412293	110416008	110416188
632	"ENSG00000224699.9"	"LAMTOR5-AS1"	chr1	+	110416008	110416188	110417488	110417640	110412172	110412293	110418246	110418314
633	"ENSG00000187621.14"	"TCL6"	chr14	+	95662479	95662664	95663255	95663635	95654508	95654626	95669550	95669617
634	"ENSG00000123191.15"	"ATP7B"	chr13	-	51946283	51946478	51949661	51949796	51944108	51944291	51950006	51950161
635	"ENSG00000123191.15"	"ATP7B"	chr13	-	51958310	51958544	51960147	51960322	51957515	51957607	51961836	51961913
636	"ENSG00000123191.15"	"ATP7B"	chr13	-	51944108	51944291	51946283	51946478	51942385	51942554	51949661	51949796
637	"ENSG00000215788.10"	"TNFRSF25"	chr1	-	6462628	6462663	6464551	6464719	6461993	6462174	6465439	6465560
638	"ENSG00000215788.10"	"TNFRSF25"	chr1	-	6462862	6462970	6463071	6463127	6462628	6462663	6464374	6464453
639	"ENSG00000157426.14"	"AASDH"	chr4	-	56378147	56378464	56382476	56382597	56371450	56371643	56384069	56384341
640	"ENSG00000122008.15"	"POLK"	chr5	+	75590343	75590440	75593877	75594049	75587025	75587058	75596221	75597178
641	"ENSG00000166199.13"	"ALKBH3"	chr11	+	43892040	43892129	43897194	43897354	43889724	43889828	43901515	43901725
642	"ENSG00000135679.25"	"MDM2"	chr12	+	68814602	68814689	68815627	68815720	68813553	68813628	68816811	68816945
643	"ENSG00000135679.25"	"MDM2"	chr12	+	68820324	68820374	68835828	68835984	68809225	68809292	68839273	68839849
644	"ENSG00000135679.25"	"MDM2"	chr12	+	68820884	68820910	68823414	68823514	68820324	68820374	68824362	68824430
645	"ENSG00000135679.25"	"MDM2"	chr12	+	68824554	68824651	68828770	68828931	68824362	68824430	68839273	68839849
646	"ENSG00000135679.25"	"MDM2"	chr12	+	68816811	68816945	68819952	68819997	68813553	68813628	68820324	68820374
647	"ENSG00000135679.25"	"MDM2"	chr12	+	68813553	68813628	68816811	68816945	68809211	68809292	68820324	68820374
648	"ENSG00000124181.14"	"PLCG1"	chr20	+	41174123	41174311	41180503	41180664	41173922	41174011	41182930	41182989
649	"ENSG00000267107.8"	"PCAT19"	chr19	-	41479080	41479284	41494539	41495427	41456360	41456487	41500583	41500644
650	"ENSG00000267107.8"	"PCAT19"	chr19	-	41479080	41479284	41495301	41495427	41456360	41456487	41500583	41500644
651	"ENSG00000267107.8"	"PCAT19"	chr19	-	41494539	41494648	41495301	41495427	41479080	41479284	41500583	41500644
652	"ENSG00000267107.8"	"PCAT19"	chr19	-	41456615	41456918	41474465	41474539	41456360	41456487	41479080	41479284
653	"ENSG00000108021.20"	"TASOR2"	chr10	+	5714134	5714207	5717658	5717750	5712822	5712918	5720543	5720668
654	"ENSG00000120798.17"	"NR2C1"	chr12	-	95031348	95031488	95049067	95049233	95028386	95028509	95051761	95051943
655	"ENSG00000285399.2"	"AC104162.2"	chr3	+	63864897	63864999	63878461	63878549	63864639	63864688	63898398	63898497
656	"ENSG00000106829.19"	"TLE4"	chr9	+	79706746	79706899	79707122	79707218	79705888	79705942	79708117	79708250
657	"ENSG00000237298.10"	"TTN-AS1"	chr2	+	178528723	178528813	178584572	178584993	178523291	178523636	178597595	178597681
658	"ENSG00000237298.10"	"TTN-AS1"	chr2	+	178528723	178528813	178537603	178537691	178523291	178523636	178597595	178597681
659	"ENSG00000237298.10"	"TTN-AS1"	chr2	+	178528723	178528813	178535731	178535828	178523291	178523636	178597595	178597681
660	"ENSG00000237298.10"	"TTN-AS1"	chr2	+	178528723	178528813	178531313	178531578	178523166	178523636	178535731	178535828
661	"ENSG00000237298.10"	"TTN-AS1"	chr2	+	178536333	178536462	178537360	178537447	178535731	178535828	178537603	178537691
662	"ENSG00000237298.10"	"TTN-AS1"	chr2	+	178583523	178583648	178591138	178591314	178528739	178528813	178597595	178597681
663	"ENSG00000237298.10"	"TTN-AS1"	chr2	+	178535731	178535828	178583523	178583648	178528739	178528813	178597595	178597681
664	"ENSG00000237298.10"	"TTN-AS1"	chr2	+	178535731	178535828	178591138	178591314	178528739	178528813	178597595	178597681
665	"ENSG00000237298.10"	"TTN-AS1"	chr2	+	178535731	178535828	178584572	178584993	178523291	178523636	178597595	178597681
666	"ENSG00000237298.10"	"TTN-AS1"	chr2	+	178535731	178535828	178537603	178537691	178523291	178523636	178597595	178597681
667	"ENSG00000237298.10"	"TTN-AS1"	chr2	+	178529284	178529336	178531313	178531578	178528739	178528813	178535731	178535828
668	"ENSG00000237298.10"	"TTN-AS1"	chr2	+	178537603	178537691	178584572	178584993	178523291	178523636	178597595	178597681
669	"ENSG00000237298.10"	"TTN-AS1"	chr2	+	178571299	178571449	178583523	178583648	178528739	178528813	178597595	178597681
670	"ENSG00000237298.10"	"TTN-AS1"	chr2	+	178571299	178571449	178591138	178591314	178528739	178528813	178597595	178597681
671	"ENSG00000167535.8"	"CACNB3"	chr12	+	48823680	48823803	48824257	48824373	48823343	48823466	48824668	48824733
672	"ENSG00000167535.8"	"CACNB3"	chr12	+	48824948	48824968	48825162	48825243	48824668	48824733	48825433	48825492
673	"ENSG00000070081.17"	"NUCB2"	chr11	+	17315385	17315475	17330126	17330297	17312027	17312120	17330901	17330983
674	"ENSG00000147576.17"	"ADHFE1"	chr8	+	66440161	66440199	66442797	66442844	66432504	66432575	66444366	66444420
675	"ENSG00000042429.12"	"MED17"	chr11	+	93807517	93807635	93809716	93809876	93801834	93801972	93811852	93812378
676	"ENSG00000042429.12"	"MED17"	chr11	+	93796409	93796540	93796936	93797719	93793950	93794035	93801834	93801972
677	"ENSG00000042429.12"	"MED17"	chr11	+	93797534	93797719	93801834	93801972	93796409	93796540	93807517	93807635
678	"ENSG00000042429.12"	"MED17"	chr11	+	93801834	93801972	93807517	93807635	93797534	93797719	93809716	93809876
679	"ENSG00000176623.12"	"RMDN1"	chr8	-	86494828	86494966	86505299	86505379	86488551	86488639	86506994	86507112
680	"ENSG00000135535.17"	"CD164"	chr6	-	109370410	109370467	109376073	109376112	109366517	109369017	109377899	109377971
681	"ENSG00000174371.17"	"EXO1"	chr1	+	241852291	241852411	241853357	241853481	241850408	241850586	241857344	241857482
682	"ENSG00000174371.17"	"EXO1"	chr1	+	241852291	241852411	241853357	241853472	241850408	241850586	241857344	241857482
683	"ENSG00000038427.16"	"VCAN"	chr5	+	83519348	83522309	83537006	83542268	83512102	83512396	83545536	83545650
684	"ENSG00000259572.7"	"LINC01491"	chr15	-	47791106	47791250	47803383	47803435	47774218	47774408	47804773	47804878
685	"ENSG00000198771.11"	"RCSD1"	chr1	+	167685420	167685510	167690048	167690120	167683899	167684001	167694098	167694302
686	"ENSG00000088035.18"	"ALG6"	chr1	+	63411145	63411155	63411254	63411331	63407061	63407126	63411925	63412061
687	"ENSG00000198838.13"	"RYR3"	chr15	+	33815833	33815933	33816861	33816958	33813466	33813579	33818577	33818684
688	"ENSG00000158458.20"	"NRG2"	chr5	-	139865114	139865173	139865548	139865625	139859888	139859912	139871720	139871841
689	"ENSG00000158458.20"	"NRG2"	chr5	-	139865114	139865173	139865548	139865625	139855675	139855778	139871720	139871841
690	"ENSG00000158458.20"	"NRG2"	chr5	-	139859888	139859912	139865114	139865173	139855675	139855778	139865548	139865625
691	"ENSG00000175344.18"	"CHRNA7"	chr15	+	32112239	32112363	32153906	32153986	32111789	32111899	32157607	32157775
692	"ENSG00000175344.18"	"CHRNA7"	chr15	+	32111789	32111899	32153906	32153986	32101302	32101347	32157607	32157775
693	"ENSG00000163539.17"	"CLASP2"	chr3	-	33563963	33563966	33566731	33566734	33560807	33560971	33570726	33570790
694	"ENSG00000250903.9"	"GMDS-DT"	chr6	+	2269697	2269799	2397543	2397626	2263600	2263684	2398576	2398778
695	"ENSG00000250903.9"	"GMDS-DT"	chr6	+	2269697	2269799	2329282	2329332	2263600	2263684	2398576	2398778
696	"ENSG00000250903.9"	"GMDS-DT"	chr6	+	2269697	2269799	2397220	2397626	2263600	2263684	2398576	2398778
697	"ENSG00000250903.9"	"GMDS-DT"	chr6	+	2329282	2329332	2397543	2397626	2263600	2263684	2398576	2398778
698	"ENSG00000250903.9"	"GMDS-DT"	chr6	+	2329282	2329332	2397220	2397626	2263600	2263684	2398576	2398778
699	"ENSG00000250903.9"	"GMDS-DT"	chr6	+	2360543	2360630	2397220	2397626	2248836	2248926	2398576	2398778
700	"ENSG00000250903.9"	"GMDS-DT"	chr6	+	2263600	2263684	2360543	2360630	2248836	2248926	2397220	2397626
701	"ENSG00000228956.8"	"SATB1-AS1"	chr3	+	18527950	18528139	18568106	18568154	18527173	18527326	18585386	18585442
702	"ENSG00000228956.8"	"SATB1-AS1"	chr3	+	18527950	18528139	18548063	18548193	18527173	18527326	18585386	18585442
703	"ENSG00000228956.8"	"SATB1-AS1"	chr3	+	18527950	18528139	18529980	18530185	18527173	18527326	18585386	18585442
704	"ENSG00000228956.8"	"SATB1-AS1"	chr3	+	18548063	18548193	18568106	18568154	18527173	18527326	18585386	18585442
705	"ENSG00000228956.8"	"SATB1-AS1"	chr3	+	18548063	18548193	18585386	18585442	18527173	18527326	18585619	18585762
706	"ENSG00000228956.8"	"SATB1-AS1"	chr3	+	18529980	18530185	18585386	18585442	18527950	18528139	18585619	18585762
707	"ENSG00000228956.8"	"SATB1-AS1"	chr3	+	18529980	18530185	18568106	18568154	18527173	18527326	18585386	18585442
708	"ENSG00000228956.8"	"SATB1-AS1"	chr3	+	18529980	18530185	18548063	18548193	18527173	18527326	18585386	18585442
709	"ENSG00000228956.8"	"SATB1-AS1"	chr3	+	18529980	18530185	18585386	18585442	18527173	18527326	18585619	18585762
710	"ENSG00000228956.8"	"SATB1-AS1"	chr3	+	18529980	18530185	18548063	18548193	18527173	18527326	18585619	18585762
711	"ENSG00000228956.8"	"SATB1-AS1"	chr3	+	18473711	18473858	18516044	18516178	18465982	18466039	18526386	18526540
712	"ENSG00000228956.8"	"SATB1-AS1"	chr3	+	18473711	18473858	18511531	18511628	18465982	18466039	18526386	18526540
713	"ENSG00000228956.8"	"SATB1-AS1"	chr3	+	18472361	18472459	18516044	18516178	18465982	18466039	18526386	18526540
714	"ENSG00000228956.8"	"SATB1-AS1"	chr3	+	18472361	18472459	18511531	18511628	18465982	18466039	18526386	18526540
715	"ENSG00000228956.8"	"SATB1-AS1"	chr3	+	18511531	18511628	18516044	18516178	18465982	18466039	18526386	18526540
716	"ENSG00000239589.7"	"LINC00879"	chr3	+	94938640	94938675	94962931	94963096	94938280	94938326	94971270	94971354
717	"ENSG00000239589.7"	"LINC00879"	chr3	+	94938640	94938675	94962898	94963096	94938280	94938326	94971270	94971354
718	"ENSG00000239589.7"	"LINC00879"	chr3	+	94938640	94938675	94962901	94963096	94938280	94938326	94971270	94971354
719	"ENSG00000167549.18"	"CORO6"	chr17	-	29617499	29617619	29618047	29618167	29616937	29617042	29618789	29618971
720	"ENSG00000250891.2"	"LINC02208"	chr5	-	118469080	118469148	118472062	118472189	118243220	118243268	118474371	118474427
721	"ENSG00000145428.15"	"RNF175"	chr4	-	153728206	153728361	153745668	153745727	153723350	153723458	153748644	153748827
722	"ENSG00000145428.15"	"RNF175"	chr4	-	153728206	153728361	153748644	153748786	153723350	153723458	153751437	153751475
723	"ENSG00000081189.15"	"MEF2C"	chr5	-	88760987	88761125	88761184	88761328	88751856	88752043	88804597	88804801
724	"ENSG00000204852.16"	"TCTN1"	chr12	+	110634395	110634463	110634669	110634779	110632471	110632559	110636480	110636501
725	"ENSG00000163875.15"	"MEAF6"	chr1	-	37496546	37496604	37496706	37496736	37495884	37495918	37501803	37501996
726	"ENSG00000186998.16"	"EMID1"	chr22	+	29254202	29254287	29255270	29255361	29243444	29243489	29258816	29259597
727	"ENSG00000132204.14"	"LINC00470"	chr18	-	1361735	1361834	1365916	1366225	1361142	1361221	1368484	1368597
728	"ENSG00000132204.14"	"LINC00470"	chr18	-	1278567	1278633	1358725	1358760	1275965	1276077	1368484	1368597
729	"ENSG00000132204.14"	"LINC00470"	chr18	-	1278567	1278633	1353406	1353462	1275965	1276077	1358725	1358760
730	"ENSG00000162910.19"	"MRPL55"	chr1	-	228108436	228108474	228108954	228109021	228108234	228108318	228109260	228109299
731	"ENSG00000134333.14"	"LDHA"	chr11	+	18399430	18399548	18400836	18401010	18396818	18396968	18402839	18403013
732	"ENSG00000026508.19"	"CD44"	chr11	+	35198120	35198246	35211245	35211449	35189834	35190065	35214851	35214914
733	"ENSG00000026508.19"	"CD44"	chr11	+	35209964	35210054	35211245	35211449	35189834	35190065	35214851	35214914
734	"ENSG00000178104.19"	"PDE4DIP"	chr1	+	149010442	149010595	149012590	149012776	149009567	149009791	149016298	149016550
735	"ENSG00000129158.11"	"SERGEF"	chr11	-	17926737	17926846	17959469	17959636	17878207	17878244	17988596	17988755
736	"ENSG00000196923.14"	"PDLIM7"	chr5	-	177491403	177491420	177491806	177491925	177491009	177491146	177492404	177492435
737	"ENSG00000196923.14"	"PDLIM7"	chr5	-	177491403	177491420	177491806	177491976	177491009	177491146	177492404	177492435
738	"ENSG00000160191.18"	"PDE9A"	chr21	+	42724555	42724634	42731769	42731949	42698967	42699011	42732069	42732124
739	"ENSG00000160191.18"	"PDE9A"	chr21	+	42686191	42686262	42687916	42687994	42653778	42653883	42698967	42699011
740	"ENSG00000160191.18"	"PDE9A"	chr21	+	42698967	42699011	42732069	42732124	42653778	42653883	42733355	42733426
741	"ENSG00000160191.18"	"PDE9A"	chr21	+	42687916	42687994	42698967	42699011	42686191	42686262	42733355	42733426
742	"ENSG00000160191.18"	"PDE9A"	chr21	+	42687916	42687994	42732069	42732124	42653778	42653883	42733355	42733426
743	"ENSG00000160191.18"	"PDE9A"	chr21	+	42687916	42687994	42698967	42699011	42653778	42653883	42733355	42733426
744	"ENSG00000160191.18"	"PDE9A"	chr21	+	42731769	42731949	42732069	42732124	42698967	42699011	42733355	42733426
745	"ENSG00000240498.9"	"CDKN2B-AS1"	chr9	+	22056251	22056387	22097257	22097364	22049105	22049228	22112319	22112395
746	"ENSG00000240498.9"	"CDKN2B-AS1"	chr9	+	22113665	22113799	22118643	22118767	22112319	22112395	22120199	22120410
747	"ENSG00000236778.8"	"INTS6-AS1"	chr13	+	51468771	51468894	51479008	51479064	51468267	51468367	51506542	51506638
748	"ENSG00000141452.10"	"RMC1"	chr18	+	23506969	23507054	23509192	23509279	23504370	23504447	23515855	23515996
749	"ENSG00000137802.14"	"MAPKBP1"	chr15	+	41814549	41814739	41815258	41815405	41813620	41813781	41815623	41815799
750	"ENSG00000242512.9"	"LINC01206"	chr3	+	181973542	181973661	181984369	181984491	181973195	181973345	182000188	182000445
751	"ENSG00000242512.9"	"LINC01206"	chr3	+	181984369	181984491	182000188	182000506	181973195	181973345	182001117	182001367
752	"ENSG00000242512.9"	"LINC01206"	chr3	+	181984369	181984491	182000188	182000445	181973195	181973345	182001117	182001367
753	"ENSG00000242512.9"	"LINC01206"	chr3	+	181984369	181984491	182000188	182000508	181973195	181973345	182001117	182001367
754	"ENSG00000242512.9"	"LINC01206"	chr3	+	181984369	181984491	182000107	182000506	181973195	181973345	182001117	182001367
755	"ENSG00000242512.9"	"LINC01206"	chr3	+	181984369	181984491	182000188	182000469	181973195	181973345	182001117	182001367
756	"ENSG00000164933.12"	"SLC25A32"	chr8	-	103403163	103403324	103404775	103404861	103401940	103402054	103407633	103407784
757	"ENSG00000121067.19"	"SPOP"	chr17	-	49668026	49668078	49675894	49676016	49622732	49622876	49677932	49678110
758	"ENSG00000121067.19"	"SPOP"	chr17	-	49636758	49636809	49668026	49668078	49622732	49622876	49675894	49676016
759	"ENSG00000121067.19"	"SPOP"	chr17	-	49646925	49647122	49668026	49668078	49636758	49636809	49675894	49676016
760	"ENSG00000226562.4"	"CYP4F26P"	chr9	+	33604296	33604403	33604479	33604570	33603271	33603550	33605010	33605293
761	"ENSG00000237949.2"	"LINC00844"	chr10	+	59013681	59013771	59022568	59022642	59001228	59001349	59065276	59066113
