ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
5939	"ENSG00000151967.14"	"SCHIP1"	chr3	+	159603995	159606732	159583951	159584070	159609885	159612512
5940	"ENSG00000129351.13"	"ILF3"	chr19	+	10782033	10782211	10781649	10781879	10787838	10787986
5941	"ENSG00000129351.13"	"ILF3"	chr19	+	10798021	10798384	10794592	10794646	10799225	10799354
5942	"ENSG00000129351.13"	"ILF3"	chr19	+	10789288	10789380	10787838	10787986	10789772	10789868
5943	"ENSG00000129351.13"	"ILF3"	chr19	+	10795091	10795152	10794592	10794646	10798021	10798384
5944	"ENSG00000129351.13"	"ILF3"	chr19	+	10777167	10777325	10765057	10765163	10781191	10781284
5945	"ENSG00000129351.13"	"ILF3"	chr19	+	10791021	10791119	10790491	10790603	10791694	10791806
5946	"ENSG00000114805.12"	"PLCH1"	chr3	-	155201137	155201165	155197670	155200840	155203144	155203499
5947	"ENSG00000114805.12"	"PLCH1"	chr3	-	155203935	155203995	155203144	155203499	155205816	155205896
5948	"ENSG00000099814.11"	"CEP170B"	chr14	+	105334760	105334892	105331649	105331850	105342592	105342682
5949	"ENSG00000100307.8"	"CBX7"	chr22	-	39537375	39537441	39534640	39534707	39545793	39545837
5950	"ENSG00000170906.11"	"NDUFA3"	chr19	+	54609659	54609753	54609271	54609318	54610117	54610268
5951	"ENSG00000170906.11"	"NDUFA3"	chr19	+	54608903	54609010	54606421	54606496	54609240	54609318
5952	"ENSG00000170906.11"	"NDUFA3"	chr19	+	54610117	54610285	54609240	54609318	54611746	54612011
5953	"ENSG00000223414.2"	"LINC00473"	chr6	-	166362742	166363107	166354076	166354254	166401016	166401402
5954	"ENSG00000157593.12"	"SLC35B2"	chr6	-	44224421	44224615	44221832	44223381	44225136	44225291
5955	"ENSG00000157593.12"	"SLC35B2"	chr6	-	44224421	44224615	44224078	44224233	44225136	44225291
5956	"ENSG00000157593.12"	"SLC35B2"	chr6	-	44224078	44224233	44221842	44223381	44224421	44224615
5957	"ENSG00000157593.12"	"SLC35B2"	chr6	-	44224078	44224233	44221842	44223381	44225136	44225291
5958	"ENSG00000066739.7"	"ATG2B"	chr14	-	96784570	96784635	96784059	96784192	96788448	96788772
5959	"ENSG00000173588.10"	"CCDC41"	chr12	-	94829050	94829103	94806093	94806367	94853332	94853764
5960	"ENSG00000173588.10"	"CCDC41"	chr12	-	94721980	94722084	94706689	94706793	94725475	94725605
5961	"ENSG00000173588.10"	"CCDC41"	chr12	-	94827778	94827829	94806259	94806367	94829050	94829103
5962	"ENSG00000114933.11"	"INO80D"	chr2	-	206928292	206928408	206927874	206927968	206950624	206951027
5963	"ENSG00000114796.11"	"KLHL24"	chr3	+	183361873	183361955	183361267	183361330	183368083	183368326
5964	"ENSG00000114796.11"	"KLHL24"	chr3	+	183354008	183354099	183353410	183353535	183361267	183361330
5965	"ENSG00000114796.11"	"KLHL24"	chr3	+	183354008	183354099	183353410	183353535	183368083	183368363
5966	"ENSG00000114796.11"	"KLHL24"	chr3	+	183354008	183354099	183353410	183353581	183361267	183361330
5967	"ENSG00000114796.11"	"KLHL24"	chr3	+	183354008	183354099	183353410	183353581	183368083	183368363
5968	"ENSG00000114796.11"	"KLHL24"	chr3	+	183361267	183361330	183354008	183354099	183368083	183368378
5969	"ENSG00000114796.11"	"KLHL24"	chr3	+	183361267	183361330	183353407	183353535	183368083	183368378
5970	"ENSG00000114796.11"	"KLHL24"	chr3	+	183361267	183361330	183353406	183353581	183368083	183368378
5971	"ENSG00000129625.8"	"REEP5"	chr5	-	112238076	112238215	112222711	112222880	112256859	112256953
5972	"ENSG00000129625.8"	"REEP5"	chr5	-	112228146	112228514	112222711	112222880	112238076	112238215
5973	"ENSG00000129625.8"	"REEP5"	chr5	-	112222711	112222880	112214273	112214532	112238076	112238215
5974	"ENSG00000172824.10"	"CES4A"	chr16	+	67029962	67030082	67029530	67029732	67034540	67034686
5975	"ENSG00000172824.10"	"CES4A"	chr16	+	67040293	67040422	67039142	67039296	67040647	67040720
5976	"ENSG00000172824.10"	"CES4A"	chr16	+	67040293	67040422	67039142	67039296	67042876	67043642
5977	"ENSG00000172824.10"	"CES4A"	chr16	+	67038695	67038776	67037986	67038127	67039142	67039296
5978	"ENSG00000172824.10"	"CES4A"	chr16	+	67040647	67040720	67040293	67040422	67042876	67043642
5979	"ENSG00000172824.10"	"CES4A"	chr16	+	67040647	67040720	67039142	67039296	67042876	67043642
5980	"ENSG00000104852.10"	"SNRNP70"	chr19	+	49605370	49605442	49604646	49604728	49607890	49607992
5981	"ENSG00000104852.10"	"SNRNP70"	chr19	+	49605370	49606844	49604646	49604728	49607890	49607992
5982	"ENSG00000104852.10"	"SNRNP70"	chr19	+	49590890	49591034	49589736	49589818	49593547	49593610
5983	"ENSG00000104852.10"	"SNRNP70"	chr19	+	49605370	49605430	49604646	49604728	49607890	49607992
5984	"ENSG00000104852.10"	"SNRNP70"	chr19	+	49589661	49589818	49588679	49588893	49593547	49593610
5985	"ENSG00000114374.8"	"USP9Y"	chrY	+	14820566	14820626	14813159	14813984	14821320	14821476
5986	"ENSG00000114374.8"	"USP9Y"	chrY	+	14959163	14959252	14958857	14959078	14968264	14968421
5987	"ENSG00000163512.9"	"AZI2"	chr3	-	28383002	28383087	28381892	28382113	28390091	28390281
5988	"ENSG00000163512.9"	"AZI2"	chr3	-	28383002	28383138	28381892	28382113	28390091	28390310
5989	"ENSG00000154832.10"	"CXXC1"	chr18	-	47811694	47811721	47811371	47811617	47812118	47812298
5990	"ENSG00000154832.10"	"CXXC1"	chr18	-	47813792	47813878	47813109	47813228	47813956	47814049
5991	"ENSG00000149600.7"	"COMMD7"	chr20	-	31330281	31330371	31315895	31315946	31331113	31331251
5992	"ENSG00000158092.2"	"NCK1"	chr3	+	136586272	136586367	136581074	136581161	136646825	136647069
5993	"ENSG00000158092.2"	"NCK1"	chr3	+	136586272	136586367	136581083	136581195	136646825	136647069
5994	"ENSG00000158092.2"	"NCK1"	chr3	+	136607920	136608143	136581105	136581195	136646825	136647069
5995	"ENSG00000184640.13"	"SEPT9"	chr17	+	75290855	75290985	75277518	75277636	75303222	75303279
5996	"ENSG00000184640.13"	"SEPT9"	chr17	+	75290570	75290653	75284030	75284296	75303222	75303279
5997	"ENSG00000184640.13"	"SEPT9"	chr17	+	75447448	75447610	75446657	75446868	75478225	75478417
5998	"ENSG00000184640.13"	"SEPT9"	chr17	+	75318870	75319030	75316394	75316430	75398140	75398497
5999	"ENSG00000184640.13"	"SEPT9"	chr17	+	75303222	75303279	75277491	75277636	75398140	75398785
6000	"ENSG00000170275.10"	"CRTAP"	chr3	+	33171430	33171559	33165899	33166071	33174046	33174092
6001	"ENSG00000116489.8"	"CAPZA1"	chr1	+	113189376	113189416	113162453	113162505	113189831	113189895
6002	"ENSG00000092036.12"	"HAUS4"	chr14	-	23420763	23420898	23419522	23419619	23421536	23421668
6003	"ENSG00000092036.12"	"HAUS4"	chr14	-	23421749	23421892	23421536	23421668	23424308	23424385
6004	"ENSG00000092036.12"	"HAUS4"	chr14	-	23419522	23419619	23416809	23416940	23421536	23421668
6005	"ENSG00000092036.12"	"HAUS4"	chr14	-	23417076	23417222	23416809	23416940	23419522	23419619
6006	"ENSG00000156261.8"	"CCT8"	chr21	-	30437288	30437426	30435672	30435851	30439036	30439098
6007	"ENSG00000156261.8"	"CCT8"	chr21	-	30441743	30441823	30439910	30440026	30442567	30442658
6008	"ENSG00000124795.10"	"DEK"	chr6	-	18258534	18258636	18258183	18258293	18264073	18264439
6009	"ENSG00000124795.10"	"DEK"	chr6	-	18264073	18264227	18258587	18258636	18264615	18264766
6010	"ENSG00000124795.10"	"DEK"	chr6	-	18244738	18244834	18237611	18237747	18249881	18250070
6011	"ENSG00000164924.13"	"YWHAZ"	chr8	-	101960823	101961128	101937143	101937267	101964156	101964847
6012	"ENSG00000164924.13"	"YWHAZ"	chr8	-	101964156	101964536	101960962	101961128	101965077	101965111
6013	"ENSG00000164924.13"	"YWHAZ"	chr8	-	101964156	101964353	101960823	101961128	101965077	101965211
6014	"ENSG00000148600.10"	"CDHR1"	chr10	+	85970756	85970921	85968484	85968637	85971403	85971471
6015	"ENSG00000205268.6"	"PDE7A"	chr8	-	66693078	66693182	66691954	66692038	66695017	66695078
6016	"ENSG00000205268.6"	"PDE7A"	chr8	-	66643795	66643866	66639404	66639536	66647028	66647129
6017	"ENSG00000100299.13"	"ARSA"	chr22	-	51065983	51066220	51065593	51065834	51066373	51066598
6018	"ENSG00000163516.9"	"ANKZF1"	chr2	+	220094949	220095072	220094559	220094622	220096649	220096762
6019	"ENSG00000163516.9"	"ANKZF1"	chr2	+	220094949	220095127	220094559	220094622	220096649	220096762
6020	"ENSG00000163516.9"	"ANKZF1"	chr2	+	220096649	220096762	220094957	220095072	220096981	220097084
6021	"ENSG00000163516.9"	"ANKZF1"	chr2	+	220096649	220096762	220094949	220095127	220096981	220097084
6022	"ENSG00000104691.10"	"UBXN8"	chr8	+	30612181	30612266	30610551	30610622	30614281	30614404
6023	"ENSG00000104691.10"	"UBXN8"	chr8	+	30612181	30612304	30610551	30610622	30614281	30614404
6024	"ENSG00000126777.13"	"KTN1"	chr14	+	56118004	56118093	56117286	56117355	56118607	56118645
6025	"ENSG00000126777.13"	"KTN1"	chr14	+	56096674	56096815	56094629	56094746	56099952	56100059
6026	"ENSG00000126777.13"	"KTN1"	chr14	+	56117286	56117355	56117045	56117136	56118607	56118645
6027	"ENSG00000126777.13"	"KTN1"	chr14	+	56130672	56130759	56128239	56128330	56133958	56134048
6028	"ENSG00000126777.13"	"KTN1"	chr14	+	56139889	56139973	56139646	56139730	56142552	56142636
6029	"ENSG00000126777.13"	"KTN1"	chr14	+	56074063	56074178	56068474	56068598	56078736	56078991
6030	"ENSG00000126777.13"	"KTN1"	chr14	+	56147382	56147459	56146380	56146403	56150816	56150971
6031	"ENSG00000126777.13"	"KTN1"	chr14	+	56068474	56068598	56047039	56047072	56078736	56079289
6032	"ENSG00000126777.13"	"KTN1"	chr14	+	56147403	56147459	56146282	56146403	56150816	56151297
6033	"ENSG00000124635.7"	"HIST1H2BJ"	chr6	-	27095042	27095180	27094057	27094241	27100145	27100541
6034	"ENSG00000118200.10"	"CAMSAP2"	chr1	+	200797700	200797733	200784688	200784772	200801327	200801469
6035	"ENSG00000177181.10"	"RIMKLA"	chr1	+	42862110	42862171	42846465	42846768	42865074	42865305
6036	"ENSG00000121316.6"	"PLBD1"	chr12	-	14706126	14706346	14695141	14695225	14720515	14721283
6037	"ENSG00000146904.4"	"EPHA1"	chr7	-	143091900	143092107	143091286	143091436	143092213	143092275
6038	"ENSG00000144199.7"	"FAHD2B"	chr2	-	97757198	97757449	97755845	97756062	97760437	97760619
6039	"ENSG00000144199.7"	"FAHD2B"	chr2	-	97757599	97757725	97757198	97757449	97760437	97760576
6040	"ENSG00000204623.4"	"ZNRD1-AS1"	chr6	-	30028517	30028772	30025891	30025967	30028855	30028961
6041	"ENSG00000204623.4"	"ZNRD1-AS1"	chr6	-	30024867	30025494	30003206	30003760	30025891	30025967
6042	"ENSG00000204623.4"	"ZNRD1-AS1"	chr6	-	29989443	29989538	29968787	29970509	30002684	30002887
6043	"ENSG00000204623.4"	"ZNRD1-AS1"	chr6	-	29989443	29989538	29968787	29970509	30025891	30025967
6044	"ENSG00000103274.6"	"NUBP1"	chr16	+	10849577	10849610	10846466	10846535	10850546	10850637
6045	"ENSG00000103274.6"	"NUBP1"	chr16	+	10855613	10855716	10855220	10855331	10861805	10861889
6046	"ENSG00000103274.6"	"NUBP1"	chr16	+	10861805	10861889	10855613	10855716	10862903	10863170
6047	"ENSG00000103274.6"	"NUBP1"	chr16	+	10850546	10850637	10846466	10846535	10851729	10851884
6048	"ENSG00000103274.6"	"NUBP1"	chr16	+	10846466	10846535	10840999	10841133	10849577	10849610
6049	"ENSG00000167664.4"	"TMIGD2"	chr19	-	4297982	4298342	4294771	4294813	4302336	4302390
6050	"ENSG00000179523.4"	"EIF3J-AS1"	chr15	-	44828240	44828556	44827449	44827672	44828998	44829098
6051	"ENSG00000138794.5"	"CASP6"	chr4	-	110617565	110617642	110615680	110615856	110618777	110618924
6052	"ENSG00000177030.12"	"DEAF1"	chr11	-	679977	680074	679687	679816	680962	681045
6053	"ENSG00000177030.12"	"DEAF1"	chr11	-	686857	686997	684897	684963	687910	687936
6054	"ENSG00000177030.12"	"DEAF1"	chr11	-	651161	651407	644232	644654	653961	654051
6055	"ENSG00000177030.12"	"DEAF1"	chr11	-	654614	654656	653961	654051	674535	674783
6056	"ENSG00000177030.12"	"DEAF1"	chr11	-	678693	678822	674535	674783	679687	679816
6057	"ENSG00000177030.12"	"DEAF1"	chr11	-	680962	681089	679687	679816	684897	684963
6058	"ENSG00000185008.13"	"ROBO2"	chr3	+	77652085	77652211	77651360	77651642	77656948	77657105
6059	"ENSG00000185008.13"	"ROBO2"	chr3	+	77576553	77576565	77571925	77572053	77595488	77595613
6060	"ENSG00000185008.13"	"ROBO2"	chr3	+	77691821	77692094	77684075	77684194	77693854	77694055
6061	"ENSG00000185008.13"	"ROBO2"	chr3	+	77613600	77613739	77612317	77612480	77614104	77614271
6062	"ENSG00000185008.13"	"ROBO2"	chr3	+	77681624	77681807	77671377	77671583	77684020	77684194
6063	"ENSG00000167394.8"	"ZNF668"	chr16	-	31075892	31076006	31075133	31075802	31076120	31076376
6064	"ENSG00000106799.8"	"TGFBR1"	chr9	+	101894790	101895021	101891136	101891382	101900140	101900371
6065	"ENSG00000106799.8"	"TGFBR1"	chr9	+	101894778	101895021	101891136	101891382	101900140	101900371
6066	"ENSG00000106799.8"	"TGFBR1"	chr9	+	101908766	101908891	101907013	101907170	101909935	101910066
6067	"ENSG00000106397.7"	"PLOD3"	chr7	-	100855810	100855936	100855533	100855655	100856122	100856224
6068	"ENSG00000106397.7"	"PLOD3"	chr7	-	100850858	100851005	100850059	100850185	100852133	100852238
6069	"ENSG00000106397.7"	"PLOD3"	chr7	-	100860446	100860699	100859975	100860067	100861129	100861180
6070	"ENSG00000171320.10"	"ESCO2"	chr8	+	27650184	27650328	27649479	27649569	27657057	27657233
6071	"ENSG00000134612.7"	"FOLH1B"	chr11	+	89378170	89378357	89372394	89372510	89385663	89385765
6072	"ENSG00000134612.7"	"FOLH1B"	chr11	+	89429800	89429893	89424614	89424696	89431577	89431767
6073	"ENSG00000134612.7"	"FOLH1B"	chr11	+	89392705	89392892	89391786	89391912	89395317	89395411
6074	"ENSG00000136295.10"	"TTYH3"	chr7	+	2699573	2699674	2698573	2698649	2701301	2701476
6075	"ENSG00000136295.10"	"TTYH3"	chr7	+	2687592	2687688	2687051	2687272	2689200	2689273
6076	"ENSG00000164120.9"	"HPGD"	chr4	-	175414301	175414465	175412944	175413245	175416698	175416775
6077	"ENSG00000164120.9"	"HPGD"	chr4	-	175416698	175416775	175412608	175413245	175429846	175429943
6078	"ENSG00000164120.9"	"HPGD"	chr4	-	175429846	175429943	175416698	175416775	175443094	175443218
6079	"ENSG00000164120.9"	"HPGD"	chr4	-	175439121	175439228	175429846	175429943	175443094	175443218
6080	"ENSG00000164120.9"	"HPGD"	chr4	-	175443094	175443218	175439121	175439228	175443509	175443792
6081	"ENSG00000082213.13"	"C5orf22"	chr5	+	31548596	31548794	31545777	31545819	31551399	31551539
6082	"ENSG00000082213.13"	"C5orf22"	chr5	+	31535065	31535158	31534378	31534524	31535850	31536000
6083	"ENSG00000082213.13"	"C5orf22"	chr5	+	31541055	31541118	31538366	31538796	31541387	31541509
6084	"ENSG00000105327.11"	"BBC3"	chr19	-	47731414	47731703	47729820	47730011	47735771	47736023
6085	"ENSG00000105327.11"	"BBC3"	chr19	-	47729820	47730011	47724080	47725175	47735771	47736023
6086	"ENSG00000173638.14"	"SLC19A1"	chr21	-	46963690	46963773	46957691	46957922	46964050	46964316
6087	"ENSG00000204193.6"	"TXNDC8"	chr9	-	113091511	113091571	113088454	113088520	113096495	113096600
6088	"ENSG00000144401.10"	"METTL21A"	chr2	-	208485364	208485418	208477446	208478167	208486529	208486641
6089	"ENSG00000144401.10"	"METTL21A"	chr2	-	208486529	208486641	208477566	208478167	208488952	208489290
6090	"ENSG00000172273.8"	"HINFP"	chr11	+	119002952	119003007	119002539	119002692	119003205	119003283
6091	"ENSG00000172273.8"	"HINFP"	chr11	+	118992492	118992723	118992318	118992349	118997644	118997835
6092	"ENSG00000172273.8"	"HINFP"	chr11	+	118997644	118997835	118992296	118992349	119001434	119001664
6093	"ENSG00000121766.10"	"ZCCHC17"	chr1	+	31791013	31791083	31782890	31783011	31791955	31792013
6094	"ENSG00000121766.10"	"ZCCHC17"	chr1	+	31782890	31783011	31769844	31769922	31791955	31792013
6095	"ENSG00000172765.12"	"TMCC1"	chr3	-	129599151	129599402	129551616	129551669	129612336	129612394
6096	"ENSG00000172765.12"	"TMCC1"	chr3	-	129579782	129579855	129576202	129576248	129599151	129599402
6097	"ENSG00000172765.12"	"TMCC1"	chr3	-	129585852	129585941	129576092	129576248	129599151	129599402
6098	"ENSG00000172765.12"	"TMCC1"	chr3	-	129585852	129585941	129551600	129551669	129599151	129599402
6099	"ENSG00000137103.12"	"TMEM8B"	chr9	+	35841522	35841791	35841130	35841264	35842388	35842714
6100	"ENSG00000116212.10"	"LRRC42"	chr1	+	54413460	54413494	54411749	54412222	54417658	54418145
6101	"ENSG00000116212.10"	"LRRC42"	chr1	+	54413534	54413654	54412030	54412222	54417658	54418145
6102	"ENSG00000258616.1"	"RP11-369C8.1"	chr14	-	46177038	46177101	46175452	46175705	46183486	46183656
6103	"ENSG00000258616.1"	"RP11-369C8.1"	chr14	-	46183486	46183634	46175460	46175705	46184552	46184690
6104	"ENSG00000258616.1"	"RP11-369C8.1"	chr14	-	46181101	46181156	46175462	46175705	46183486	46183623
6105	"ENSG00000258616.1"	"RP11-369C8.1"	chr14	-	46181101	46181156	46175462	46175705	46184552	46185155
6106	"ENSG00000137692.7"	"DCUN1D5"	chr11	-	102950637	102950726	102937187	102937296	102953476	102953568
6107	"ENSG00000137692.7"	"DCUN1D5"	chr11	-	102935003	102935106	102933109	102933143	102936997	102937102
6108	"ENSG00000137692.7"	"DCUN1D5"	chr11	-	102953984	102954055	102937187	102937296	102962515	102962883
6109	"ENSG00000137692.7"	"DCUN1D5"	chr11	-	102953476	102953568	102937216	102937296	102953984	102954055
6110	"ENSG00000137692.7"	"DCUN1D5"	chr11	-	102959955	102960047	102953984	102954055	102962515	102962944
6111	"ENSG00000237587.2"	"RP11-327I22.4"	chr9	+	43108318	43108363	43102669	43102758	43113253	43113375
6112	"ENSG00000100239.11"	"PPP6R2"	chr22	+	50875416	50875497	50874795	50874881	50875934	50876032
6113	"ENSG00000135439.7"	"AGAP2"	chr12	-	58122100	58122160	58121719	58121868	58123421	58123550
6114	"ENSG00000067177.10"	"PHKA1"	chrX	-	71821840	71821879	71812953	71813124	71822007	71822123
6115	"ENSG00000067177.10"	"PHKA1"	chrX	-	71819665	71819716	71812953	71813124	71821840	71821879
6116	"ENSG00000067177.10"	"PHKA1"	chrX	-	71840574	71840751	71839063	71839155	71842958	71843125
6117	"ENSG00000160783.15"	"PMF1"	chr1	+	156195347	156195459	156182796	156182967	156202110	156202216
6118	"ENSG00000160783.15"	"PMF1"	chr1	+	156195347	156195459	156182796	156182967	156203418	156203519
6119	"ENSG00000160783.15"	"PMF1"	chr1	+	156206139	156206274	156203418	156203519	156212343	156212382
6120	"ENSG00000160783.15"	"PMF1"	chr1	+	156202110	156202216	156195347	156195459	156203418	156203443
6121	"ENSG00000160783.15"	"PMF1"	chr1	+	156202110	156202216	156182797	156182967	156203418	156203443
6122	"ENSG00000163694.10"	"RBM47"	chr4	-	40546438	40546523	40468593	40468716	40632479	40632803
6123	"ENSG00000163694.10"	"RBM47"	chr4	-	40439787	40440941	40434667	40434879	40468593	40468716
6124	"ENSG00000163694.10"	"RBM47"	chr4	-	40438457	40438664	40434667	40434879	40439787	40440941
6125	"ENSG00000163694.10"	"RBM47"	chr4	-	40457491	40457612	40440331	40440941	40468593	40468716
6126	"ENSG00000163694.10"	"RBM47"	chr4	-	40438457	40438902	40434667	40434879	40439787	40440941
6127	"ENSG00000242731.2"	"FAM86LP"	chr7	-	6975783	6976049	6974777	6974958	6976131	6976265
6128	"ENSG00000135372.4"	"NAT10"	chr11	+	34128599	34128866	34127163	34127339	34129757	34129870
6129	"ENSG00000139350.7"	"NEDD1"	chr12	+	97301381	97301634	97301000	97301078	97303529	97303673
6130	"ENSG00000139350.7"	"NEDD1"	chr12	+	97301381	97301634	97301000	97301078	97313762	97313903
6131	"ENSG00000139350.7"	"NEDD1"	chr12	+	97301479	97301634	97301381	97301402	97303529	97303673
6132	"ENSG00000139350.7"	"NEDD1"	chr12	+	97301381	97301402	97301010	97301078	97303529	97303673
6133	"ENSG00000139350.7"	"NEDD1"	chr12	+	97311398	97311515	97301381	97301634	97313762	97313903
6134	"ENSG00000213722.4"	"DDAH2"	chr6	-	31696227	31696301	31695949	31696069	31696422	31696522
6135	"ENSG00000213722.4"	"DDAH2"	chr6	-	31696641	31696998	31696422	31696522	31697827	31698040
6136	"ENSG00000213722.4"	"DDAH2"	chr6	-	31696641	31697002	31696422	31696522	31697827	31698022
6137	"ENSG00000188026.7"	"RILPL1"	chr12	-	123969674	123969770	123968726	123968819	123970179	123970352
6138	"ENSG00000133316.11"	"WDR74"	chr11	-	62601089	62601146	62600383	62600603	62601263	62601409
6139	"ENSG00000184903.5"	"IMMP2L"	chr7	-	110526648	110526751	110303657	110303777	110603555	110603621
6140	"ENSG00000184903.5"	"IMMP2L"	chr7	-	110304879	110305068	110303356	110303777	110603555	110603621
6141	"ENSG00000184903.5"	"IMMP2L"	chr7	-	111172573	111172641	111161368	111161505	111201906	111201979
6142	"ENSG00000227155.3"	"RP11-165F24.3"	chr9	-	465961	466069	456200	456703	466687	466866
6143	"ENSG00000227155.3"	"RP11-165F24.3"	chr9	-	465961	466069	456200	456703	470764	470816
6144	"ENSG00000227155.3"	"RP11-165F24.3"	chr9	-	459715	459866	456914	457047	465961	466069
6145	"ENSG00000227155.3"	"RP11-165F24.3"	chr9	-	456914	457047	456529	456703	459715	459866
6146	"ENSG00000227155.3"	"RP11-165F24.3"	chr9	-	456914	457047	456529	456703	465961	466069
6147	"ENSG00000116748.15"	"AMPD1"	chr1	-	115222879	115223099	115222199	115222329	115226819	115226985
6148	"ENSG00000116748.15"	"AMPD1"	chr1	-	115236056	115236068	115231181	115231362	115238070	115238207
6149	"ENSG00000101003.8"	"GINS1"	chr20	+	25400319	25400441	25398740	25398831	25405846	25405963
6150	"ENSG00000101003.8"	"GINS1"	chr20	+	25391759	25391922	25388366	25388531	25394425	25394490
6151	"ENSG00000145425.5"	"RPS3A"	chr4	+	152021636	152021740	152020819	152020866	152024022	152025357
6152	"ENSG00000145425.5"	"RPS3A"	chr4	+	152022126	152022314	152021636	152021740	152024022	152024193
6153	"ENSG00000145425.5"	"RPS3A"	chr4	+	152022126	152022164	152021636	152021740	152024022	152024231
6154	"ENSG00000145425.5"	"RPS3A"	chr4	+	152022126	152022237	152021636	152021740	152024022	152024231
6155	"ENSG00000126733.16"	"DACH2"	chrX	+	86082768	86082815	86071036	86071102	86087108	86087605
6156	"ENSG00000126733.16"	"DACH2"	chrX	+	85439236	85439354	85403624	85404112	85769281	85769394
6157	"ENSG00000126733.16"	"DACH2"	chrX	+	85997645	85997729	85994749	85994885	86067858	86068007
6158	"ENSG00000126733.16"	"DACH2"	chrX	+	85631826	85631865	85403624	85404112	85769281	85769394
6159	"ENSG00000126733.16"	"DACH2"	chrX	+	85631826	85631865	85517970	85518014	85769281	85769394
6160	"ENSG00000010932.11"	"FMO1"	chr1	+	171252282	171252355	171251116	171251472	171254340	171254766
6161	"ENSG00000010932.11"	"FMO1"	chr1	+	171239715	171239884	171236681	171236870	171244484	171244647
6162	"ENSG00000010932.11"	"FMO1"	chr1	+	171236681	171236870	171227095	171227358	171244484	171244647
6163	"ENSG00000110888.13"	"CAPRIN2"	chr12	-	30886562	30886645	30884276	30884444	30887901	30888140
6164	"ENSG00000110888.13"	"CAPRIN2"	chr12	-	30906277	30906493	30904004	30904067	30907684	30907822
6165	"ENSG00000110888.13"	"CAPRIN2"	chr12	-	30873744	30873849	30872012	30872159	30876192	30876248
6166	"ENSG00000110888.13"	"CAPRIN2"	chr12	-	30884276	30884444	30883172	30883216	30887901	30888140
6167	"ENSG00000110888.13"	"CAPRIN2"	chr12	-	30872012	30872159	30869441	30869610	30873744	30873849
6168	"ENSG00000110888.13"	"CAPRIN2"	chr12	-	30864672	30864716	30864499	30864563	30866718	30866819
6169	"ENSG00000175166.12"	"PSMD2"	chr3	+	184019558	184019859	184019324	184019446	184020157	184020210
6170	"ENSG00000175166.12"	"PSMD2"	chr3	+	184019581	184019859	184019324	184019446	184020157	184020316
6171	"ENSG00000175166.12"	"PSMD2"	chr3	+	184024538	184024622	184024137	184024283	184025144	184025313
6172	"ENSG00000175166.12"	"PSMD2"	chr3	+	184019645	184019859	184019324	184019446	184020157	184020316
6173	"ENSG00000175166.12"	"PSMD2"	chr3	+	184019634	184019859	184019324	184019446	184020157	184020316
6174	"ENSG00000181045.10"	"SLC26A11"	chr17	+	78196453	78196646	78195346	78195593	78197050	78197082
6175	"ENSG00000181045.10"	"SLC26A11"	chr17	+	78196453	78196646	78195346	78195593	78196978	78197054
6176	"ENSG00000181045.10"	"SLC26A11"	chr17	+	78194717	78194914	78194236	78194295	78195346	78195593
6177	"ENSG00000181045.10"	"SLC26A11"	chr17	+	78222952	78223086	78222373	78222473	78225127	78225200
6178	"ENSG00000181045.10"	"SLC26A11"	chr17	+	78194714	78194914	78194225	78194295	78195346	78195593
6179	"ENSG00000181045.10"	"SLC26A11"	chr17	+	78211106	78211238	78210726	78210902	78211320	78211393
6180	"ENSG00000108848.11"	"LUC7L3"	chr17	+	48800024	48800106	48797007	48797192	48814320	48814387
6181	"ENSG00000108848.11"	"LUC7L3"	chr17	+	48828657	48828723	48828107	48828213	48829560	48829946
6182	"ENSG00000108848.11"	"LUC7L3"	chr17	+	48826579	48826705	48823902	48824063	48827861	48828208
6183	"ENSG00000108848.11"	"LUC7L3"	chr17	+	48815501	48815560	48814320	48814387	48817666	48817706
6184	"ENSG00000108848.11"	"LUC7L3"	chr17	+	48801179	48801326	48796989	48797192	48814320	48814387
6185	"ENSG00000108848.11"	"LUC7L3"	chr17	+	48814320	48814387	48796958	48797192	48817666	48817706
6186	"ENSG00000108848.11"	"LUC7L3"	chr17	+	48814647	48814840	48814320	48814387	48817666	48817706
6187	"ENSG00000108848.11"	"LUC7L3"	chr17	+	48827861	48828002	48823902	48824063	48828107	48828978
6188	"ENSG00000108848.11"	"LUC7L3"	chr17	+	48815497	48815560	48814647	48814840	48817666	48817706
6189	"ENSG00000108848.11"	"LUC7L3"	chr17	+	48826584	48826705	48823902	48824063	48828107	48828374
6190	"ENSG00000132824.9"	"SERINC3"	chr20	-	43147952	43148055	43142519	43142681	43150553	43150651
6191	"ENSG00000229227.4"	"RP11-38L15.2"	chr10	-	46941847	46942241	46940494	46940525	46947101	46947327
6192	"ENSG00000229227.4"	"RP11-38L15.2"	chr10	-	46940361	46940525	46937658	46937708	46947101	46947708
6193	"ENSG00000229227.4"	"RP11-38L15.2"	chr10	-	46941847	46941890	46940361	46940525	46947101	46947520
6194	"ENSG00000092020.6"	"PPP2R3C"	chr14	-	35560275	35560413	35557156	35557216	35564253	35564390
6195	"ENSG00000092020.6"	"PPP2R3C"	chr14	-	35579024	35579107	35577344	35577442	35579730	35579836
